n,title,author,rating,num_ratings,num_reviews,descrip,isbn,isbn13,binding,edition,pages,published_on,genres 
26188373-24-recipes-for-the-diabetic-vegetarian,"
      24 Recipes for the Diabetic Vegetarian
",Michael Zhang,"
  3.00
","

  2
  ratings
","

    0
    reviews
","Eating vegetarian is not just a preference, but a choice of a healthy lifestyle. Sadly, it can be difficult for people who are diabetic to maintain this lifestyle. So, I have compiled these recipes for you:1 Peach and Black Bean Salsa with Chips2 Summer Squash and Purple Potato Salad3 Savory Mediterranean Oats4 Sweet Potato Burrito Bowl5 Watermelon and Feta Salad6 Strawberry Fields Lettuce Wraps7 Creamy Succotash Soup8 Sweet Pepper-Green Onion Quesadillas9 Spring Salad with Apricots, Almonds, and Cilantro10 Kale-Powered Pasta11 Edamame Slaw in Lettuce Cups12 Crunch Time Veggie Wrap13 Stuffed Zucchini with Black Beans, Corn, and Poblano Pepper14 Penne with Walnuts and Peppers15 Vegetable Lasagna16 Artichoke Quiche17 Veggie Sausage-Cheddar Frittata18 Black Bean and Poblano Tortilla Wraps19 Simple Veggie Tostadas20 Thai Tofu and Spicy Asian Noodles21 Spicy Asparagus-Tempeh Stir-Fry22 Black Bean Lasagna Rolls23 Field Salad with Pears and Blue Cheese24 Barley and Black Bean Salad",,,Kindle Edition,,34 pages,"
            Published
        August 27th 2015
         by MICHAEL ZHANG

      ",[]
8891439-galore,"
      Galore
",Michael Crummey,"
  3.73
","

  4,564
  ratings
","

    707
    reviews
","Winner of the Commonwealth Writers' Prize for Best Book, Caribbean & Canada and the Canadian Authors Association Literary Award; Finalist for the Governor General's Literary Award for Fiction, the Thomas Head Raddall Atlantic Book Award, and the Winterset AwardWhen a whale beaches itself on the shore of the remote coastal town of Paradise Deep, the last thing any of the townspeople expect to find inside it is a man, silent and reeking of fish, but remarkably alive. The discovery of this mysterious person, soon christened Judah, sets the town scrambling for answers as its most prominent citizens weigh in on whether he is man or beast, blessing or curse, miracle or demon. Though Judah is a shocking addition, the town of Paradise Deep is already full of unusual characters. King-me Sellers, self-appointed patriarch, has it in for an inscrutable woman known only as Devine's Widow, with whom he has a decades-old feud. Her granddaughter, Mary Tryphena, is just a child when Judah washes ashore, but finds herself tied to him all her life in ways she never expects. Galore is the story of the saga that develops between these families, full of bitterness and love, spanning two centuries. With Paradise Deep, award-winning novelist Michael Crummey imagines a realm where the line between the everyday and the otherworldly is impossible to discern. Sprawling and intimate, stark and fantastical, Galore is a novel about the power of stories to shape and sustain us.",1590514343,9781590514344),Paperback,,338 pages,"
            Published
        March 29th 2011
         by Other Press

            
              (first published August 11th 2009)
            
","['Fiction', 'Historical', 'Historical Fiction', 'Cultural', 'Canada', 'Magical Realism']"
23847950-pretending-to-dance,"
      Pretending to Dance
",Diane Chamberlain,"
  3.98
","

  14,491
  ratings
","

    1,508
    reviews
","Molly Arnette is very good at keeping secrets. She lives in San Diego with a husband she adores, and they are trying to adopt a baby because they can't have a child on their own. But the process of adoption brings to light many questions about Molly's past and her family—the family she left behind in North Carolina twenty years before. The mother she says is dead but who is very much alive. The father she adored and whose death sent her running from the small community of Morrison's Ridge. Her own birth mother whose mysterious presence in her family raised so many issues that came to a head. The summer of twenty years ago changed everything for Molly and as the past weaves together with the present story, Molly discovers that she learned to lie in the very family that taught her about pretending. If she learns the truth about her beloved father's death, can she find peace in the present to claim the life she really wants?",1250010748,9781250010742),Hardcover,,339 pages,"
            Published
        October 6th 2015
         by St. Martin's Press

            
              (first published October 1st 2015)
            
","['Fiction', 'Contemporary']"
465003,"
      The Splendor of Silence
",Indu Sundaresan,"
  3.74
","

  1,438
  ratings
","

    165
    reviews
","When Sam Hawthorne, a twenty-five-year-old U.S. Army captain, arrives at the princely state of Rudrakot in May of 1942, it is on a personal quest to find his missing brother. But Sam's mission is soon threatened by the unlikeliest of sources -- he falls hopelessly in love with Mila, daughter of the local political agent. And Mila, unexpectedly attracted to Sam, finds herself torn between loyalty to her family and the man she loves. A sweeping and poignant story of forbidden love, The Splendor of Silence opens twenty-one years later with Olivia, Sam's daughter, receiving a trunk of treasures from India, along with an anonymous letter that finally fills the silences of her childhood. She finally learns the heartrending story of her parents' passionate and enduring love affair -- throwing them in the path of racial prejudice, nationalist intrigue, and the explosive circumstances of a country on the brink of independence from British rule.",0743283678,9780743283670),Hardcover,,403 pages,"
            Published
        September 12th 2006
         by Atria Books

            
              (first published September 1st 2006)
            
","['Historical', 'Historical Fiction', 'Cultural', 'India', 'Fiction', 'Cultural', 'Asia']"
22472730,"
      أناشيد الإثم والبراءة
",مصطفى محمود,"
  4.04
","

  5,842
  ratings
","

    753
    reviews
",,9770208477,9770208477,Paperback,,,"
            Published
        
         by دار المعارف

            
              (first published 1980)
            
",[]
15803037-red-sparrow,"
      Red Sparrow
",Jason  Matthews,"
  3.95
","

  40,006
  ratings
","

    3,861
    reviews
","In the grand spy-tale tradition of John le Carré comes this shocking thriller written with insider detail known only to a veteran CIA officer. In present-day Russia, ruled by blue-eyed, unblinking President Vladimir Putin, Russian intelligence officer Dominika Egorova struggles to survive in the post-Soviet intelligence jungle. Ordered against her will to become a “Sparrow,” a trained seductress, Dominika is assigned to operate against Nathaniel Nash, a young CIA officer who handles the Agency’s most important Russian mole.Spies have long relied on the “honey trap,” whereby vulnerable men and women are intimately compromised. Dominika learns these techniques of “sexpionage” in Russia’s secret “Sparrow School,” hidden outside of Moscow. As the action careens between Russia, Finland, Greece, Italy, and the United States, Dominika and Nate soon collide in a duel of wills, tradecraft, and—inevitably—forbidden passion that threatens not just their lives but those of others as well. As secret allegiances are made and broken, Dominika and Nate’s game reaches a deadly crossroads. Soon one of them begins a dangerous double existence in a life-and-death operation that consumes intelligence agencies from Moscow to Washington, DC.Page by page, veteran CIA officer Jason Matthews’s Red Sparrow delights and terrifies and fascinates, all while delivering an unforgettable cast, from a sadistic Spetsnaz “mechanic” who carries out Putin’s murderous schemes to the weary CIA Station Chief who resists Washington “cake-eaters” to MARBLE, the priceless Russian mole. Packed with insider detail and written with brio, this tour-de-force novel brims with Matthews’s life experience, including his knowledge of espionage, counterintelligence, surveillance tradecraft, spy recruitment, cyber-warfare, the Russian use of “spy dust,” and covert communications. Brilliantly composed and elegantly constructed, Red Sparrow is a masterful spy tale lifted from the dossiers of intelligence agencies on both sides of the Atlantic. Authentic, tense, and entertaining, this novel introduces Jason Matthews as a major new American talent.",1476706123,9781476706122),Hardcover,,431 pages,"
            Published
        June 4th 2013
         by Scribner

      ","['Fiction', 'Thriller', 'Mystery', 'Spy Thriller', 'Espionage', 'Thriller', 'Mystery Thriller']"
23237685-the-daughter-we-didn-t-know-we-had,"
      The Daughter We Didn't Know We Had: The Tears, Fears, and Joys of a Mother of a Transgender Child
",Marilyn   Phillips,"
  3.57
","

  7
  ratings
","

    5
    reviews
","When your beautiful son comes to you and says he has had feelings of suicide, your heart skips a beat. You do whatever it takes to get him help. When your beautiful son comes to you and says he wants to become a woman, your world is suddenly turned upside down. A million thoughts invade your mind. Fear becomes your constant companion, and tears swell up inside you every time you think of what could be waiting ahead. You can't help feeling pride in your child for showing the kind of courage that would be needed for their long road ahead. You watch as your family struggles to come together and stay together in what will be the most trying of times.",1496937406,9781496937407),Paperback,,144 pages,"
            Published
        September 11th 2014
         by Authorhouse

      ","['LGBT', 'Autobiography', 'Memoir']"
13581132-the-language-of-flowers,"
      The Language of Flowers
",Vanessa Diffenbaugh,"
  4.08
","

  184,365
  ratings
","

    19,080
    reviews
","The Victorian language of flowers was used to convey romantic expressions: honeysuckle for devotion, asters for patience, and red roses for love. But for Victoria Jones, it’s been more useful in communicating mistrust and solitude. After a childhood spent in the foster-care system, she is unable to get close to anybody, and her only connection to the world is through flowers and their meanings. Now eighteen and emancipated from the system with nowhere to go, Victoria realizes she has a gift for helping others through the flowers she chooses for them. But an unexpected encounter with a mysterious stranger has her questioning what’s been missing in her life. And when she’s forced to confront a painful secret from her past, she must decide whether it’s worth risking everything for a second chance at happiness.",0345525558,9780345525550),Paperback,,352 pages,"
            Published
        April 3rd 2012
         by Ballantine Books

            
              (first published August 23rd 2011)
            
","['Fiction', 'Contemporary', 'Romance', 'Book Club', 'Adult Fiction']"
28550,"
      Dragonsong / Dragonsinger
",Anne McCaffrey,"
  4.55
","

  1,827
  ratings
","

    19
    reviews
",,1558006389,9781558006386),Audiobook,,0 pages,"
            Published
        October 1st 1992
         by Audio Literature

      ","['Fantasy', 'Fantasy', 'Dragons', 'Science Fiction', 'Science Fiction Fantasy', 'Fiction']"
22046823-the-void,"
      The Void
",J.D. Horn,"
  3.85
","

  7,223
  ratings
","

    442
    reviews
","Book Three in the darkly magical Witching Savannah series.An otherworldly energy runs through the city of Savannah, betraying its sleepy, moss-cradled charm. The old, beguiling streets look welcoming to most…but certain families know what lurks under their genteel surfaces. Families like Mercy Taylor’s, which has the most powerful lineage of witches in the South, know this all too well.Mercy and her husband, Peter, are happily preparing to welcome baby Colin into their lives. But their excitement quickly becomes overshadowed by a gruesome discovery: someone has scattered severed limbs throughout the city. After a troubling visit from an old foe, Mercy learns dark magic is at play, and someone—or something—wants her and her unborn child out of the picture. To uncover the shocking reason why, the amateur witch must face a force beyond her power…or risk losing everything.The third book in J.D. Horn’s Witching Savannah series, The Void is a gripping adventure about the enchantment—and evil—that can lie just beyond sight.",,,Kindle Edition,,322 pages,"
            Published
        November 18th 2014
         by 47North

      ","['Fantasy', 'Fantasy', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Paranormal', 'Witches', 'Fantasy', 'Magic']"
26026345-numbers,"
      Numbers
",Laurann Dohner,"
  4.23
","

  7,059
  ratings
","

    593
    reviews
","Story 14 New Species series. It is advisable to read the books in order, to get the most enjoyment from the series.140Dana is visiting Homeland when she meets a New Species who tugs at her heartstrings. As a widow, she knows firsthand the pain he’s suffering after losing his mate.Mourn isn’t so certain that talking to a human female will help him heal but he desires her. It’s possible she could become his new reason for living.927Candi lost the male she loved, but never forgot him. New Species are her only hope to seek revenge for 927’s death.A human female claiming to have been reared at Mercile has demanded entry to Homeland. Hero rushes to Medical and comes face-to-face with his past. One look at Candi and the life he’s built since gaining freedom comes crashing down around him.",,,Kindle Edition,,346 pages,"
            Published
        September 8th 2015
         by Ellora's Cave Publishing Inc

      ","['Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Romance', 'Adult Fiction', 'Erotica']"
25208536-hardwired,"
      Hardwired
",Meredith Wild,"
  4.06
","

  32,642
  ratings
","

    2,286
    reviews
","Devour the addictive #1 NYT series that's sold over a million copies worldwide about a bad boy hacker billionaire and the whip-smart woman he can't resist.  Determined to overcome a difficult past, Erica Hathaway learns early on how to make it on her own. Days after her college graduation she finds herself face to face with a panel of investors who will make or break her fledgling startup. The only thing she didn't prepare for was going weak in the knees over an arrogant and gorgeous investor who's seemingly determined to derail her presentation. Billionaire and rumored hacker Blake Landon has already made his fortune in software, and he's used to getting what he wants with very little resistance. Captivated by Erica's drive and unassuming beauty, he's wanted nothing more since she stepped into his boardroom. Determined to win her over, he breaks down her defenses and fights for her trust, even if that means sacrificing a level of control he's grown accustomed to.But when Blake uncovers a dark secret from Erica's past, he threatens not just her trust, but the life she's fought so hard to create.",145556513X,9781455565139),Paperback,,288 pages,"
            Published
        May 12th 2015
         by Forever

            
              (first published September 2nd 2013)
            
","['Romance', 'Adult Fiction', 'Erotica', 'Romance', 'Contemporary Romance', 'Contemporary', 'New Adult']"
605571,"
      Biocosm: The New Scientific Theory of Evolution: Intelligent Life Is the Architect of the Universe
",James N. Gardner,"
  3.80
","

  40
  ratings
","

    6
    reviews
","""Biocosm challenges both sides of the controversy over evolution and creationism. This book proposes that life and intelligence have not emerged as a series of random accidents, as Darwinists have maintained, but are hardwired into the cycle of cosmic creation, evolution, death, and rebirth, Gardner's theory of an exponential coevolution of biological and electronic intelligence, offers an extraordinary vision of a universe of point and purpose.",1930722265,9781930722262),Hardcover,,344 pages,"
            Published
        August 31st 2003
         by Inner Ocean Publishing

            
              (first published July 17th 2003)
            
","['Science', 'Science', 'Biology', 'Science', 'Astronomy', 'Nonfiction']"
22595737-dawn,"
      Dawn
",Alyssa Rose Ivy,"
  4.00
","

  530
  ratings
","

    47
    reviews
","It is always darkest before dawn.Gage and Mary Anne are on the run and determined to break Hunter out of prison so he can finish changing Gage. They look to Mary Anne’s college friend Genevieve and the zany Dire Denny for assistance, but in the end, help comes from the unlikeliest of places.Hunter must end the hunt even if it means destroying his own brother and giving up on the girl destined to be his. With betrayal surrounding him at every turn, his best chance at ending the hunt is someone he is sworn to hate.",,,,,,,"['Fantasy', 'Paranormal', 'Romance', 'Shapeshifters', 'Werewolves', 'Paranormal', 'Shapeshifters', 'New Adult', 'Romance', 'Paranormal Romance']"
6632647-cinselli-in-tarihi,"
      Cinselliğin Tarihi
",Michel Foucault,"
  4.19
","

  79
  ratings
","

    6
    reviews
","Hiç tereddütsüz 20. yüzyılın en büyük düşünürlerinden biri olarak görülebilir Michel Foucault. Onun önemi, her şeyden önce, çağdaş Batı felsefesinde tarihdışı niteliğe sahip olduğu kabul edilen ""özne"" kavramını tarihselleştirme çabasından kaynaklanır. Düşünür, başta elinizdeki kitap olmak üzere birçok çalışmasında öznenin bir felsefi kategori olarak kuruluşuna dair kışkırtıcı sorular ortaya atar: ""Özne"" dediğimiz şey tarihsel süreç içinde nasıl kurulmuştur? Bu kuruluş sürecini hangi söylemsel çerçeveler, hangi bilgi/iktidar mekanizmaları, hangi hakikat oyunları kuşatır? Bireyselleştikçe, yani kendimizi eylemlerimizin birer ""özne""si olarak gördükçe özgürleştiğimiz düşüncesini hangi devasa tertibatlar ayakta tutar?Cinselliğin Tarihi, kariyeri boyunca akıl hastalığının, tıbbın ve hapishanenin tarihi üzerine kafa yoran Foucault'nun son çalışması olur. Ona göre cinsellik, baskıcı bir iktidarın altında özgürleşme mücadelesi veren doğal bir güdü değil, yeni bir iktidar biçiminin işleyişinde merkezi konumda bulunan bir tertibattır. Bu tertibat, kendimizi birer ""özne"" olarak kurmamızda vazgeçilmez işlevler yüklenir; seks etkinliğimizin bizdeki en ""doğal"", en ""temel"", dolayısıyla da en ""öznel"" boyut olduğunu tekrar tekrar anımsatır. Bu tertibata göre bir ""özne"" olarak kendimizi tanımak istiyorsak, cinsellik denen şey üzerine kafa yormalı, onu alabildiğine anlaşılır kılmalı, söyleme dökmeli ve ne olduğumuzu ona sormalıyızdır. Ancak, der Foucault, söz konusu tertibat, içimizdeki o meçhul ""otantik benliği"" açığa çıkardığına inandığımız ölçüde bizimle bütünleşir, görünmez hale gelir ve elimizden kaçar.Bu noktada, elinizdeki çalışmanın başta siyaset felsefesi olmak üzere sosyal bilimlerin tüm alanlarında çığır açan özelliği ortaya çıkar: Cinsellik sorunuyla birlikte ortaya atılan, her şeyden önce bir iktidar sorunudur. Ancak bu sorunu doğru anlayabilmek için de, Batı'daki klasik siyaset düşüncesinin yüzyıllardır kabul ettiği ""baskıcı iktidar"" düşüncesini bir kenara bırakmak, yepyeni bir iktidar kuramı geliştirmek; özgürleşmeye alternatif olarak kendini yaratmayı, arzunun özgürleşmesi yerine zevki yoğunlaştırmayı öne çıkarmak gerekir. İşte elinizdeki kitap, bu yeni iktidar kuramının ortaya atıldığı en önemli metinlerden biridir. Bütün ilişkilerde içkin olarak mevcut olan, yukarıdan değil aşağıdan gelen, sadece yok etmeyip aynı zamanda da üreten ve yeni direniş olanaklarını da beraberinde getiren bu yeni iktidar biçimi, en parlak ifadesini bu metinde bulur. Yazık ki tamamlanmamış bu çalışmanın, sadece olağanüstü bir tarih çalışması değil, aynı zamanda sosyal bilimleri derinden sarsan bir felsefe metni olduğunu unutmamak gerekir.",,,Paperback,Ağır Kitaplar,509 pages,"
            Published
        2007
         by Ayrıntı Yayınları

            
              (first published January 1st 1982)
            
","['Philosophy', 'Nonfiction', 'Academic', 'European Literature', 'French Literature']"
21363330-scary-mary,"
      Scary Mary
",Debbie Lacy,"
  4.00
","

  4
  ratings
","

    1
    review
","A young farmer named William became acquainted and married a wonderful woman named Mary. She was a successful seamstress from Yellowstone Park, Wyoming. They transitioned out to his secluded, yet beautiful farm in the middle of Grand Teton, Wyoming. William loved farming and was also a great storyteller, as he would always amuse Mary of the eerie mysteries and old folktales of past, but over a period of time, William's negligence of her overly skittish manner resulted into a devastating tragedy.",,,Kindle Edition,,15 pages,"
            Published
        July 23rd 2013
         by BookRix GmbH & Co. KG

      ",[]
19066,"
      Underdog
",Markus Zusak,"
  3.38
","

  3,489
  ratings
","

    320
    reviews
",,3473352349,9783473352340),Paperback,,153 pages,"
            Published
        May 1st 1999
         by Ravensburger Buchverlag

            
              (first published 1999)
            
","['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction']"
2455753,"
      My Son Marshall, My Son Eminem
",Debbie Nelson,"
  3.69
","

  252
  ratings
","

    26
    reviews
","Eminem is a rap phenomenon who's sold more than 57 million records worldwide, won nine Grammys, countless MTV awards, and an Oscar. Since 1999, when he burst into the world's consciousness with the mega-selling The Slim Shady LP, Eminem has revealed in outspoken detail every aspect of his tortured existence. But how much of his music is inspired by the truth, and how much is poetic license? Only one woman knows—his mother Debbie Nelson. The target of some of her son's most memorable lyrics and routinely dismissed as a bad parent, Debbie has suffered one of the worst public character assassinations in recent memory—she's been spat on by fans, attacked and robbed at gunpoint, and reviled on dozens of internet sites as the most hated mother in the world. Yet underneath her complexities lies a mother who remains passionate about her son and who will never cease to rebuild the special relationship they once had. Debbie reveals a bittersweet story of a single mother who gave her son everything in an attempt to make up for his absent father and her own miserable childhood. She tells the inside truth about Marshall Bruce Mathers III, and tries to untangle the outspoken and enigmatic alter egos Eminem and ""Slim Shady"". It's a rocky road and Debbie does not try to conceal the facts. This is her story.",1844544567,9781844544561),Hardcover,,259 pages,"
            Published
        September 3rd 2007
         by John Blake Publishing

      ","['Nonfiction', 'Biography', 'Music']"
17465485-the-twistrose-key,"
      The Twistrose Key
",Tone Almhjell,"
  3.81
","

  2,004
  ratings
","

    354
    reviews
","A striking middle-grade debut in the tradition of The Chronicles of Narnia and The Golden Compass When a mysterious parcel arrives at her family’s new home, eleven-year-old Lin Rosenquist has a curious feeling she’s meant to discover what’s inside. Much to Lin’s surprise, the ornate key contained in the parcel unlocks a spellbinding world called Sylver, hidden behind the cellar door. Sylver is an enchanting land of eternal winter, inhabited by animals that shared a special connection with children in the real world, either as beloved pets or tamed wild animals. In death, they are delivered to Sylver, where they take on a curiously human-like form and still watch over the children they cherish. While Lin is overjoyed to be reunited with her beloved pet, Rufus, she soon learns that the magic of the Petlings and Wilders is failing, and snow trolls want to claim Sylver for themselves. Lin must discover a way to stop them and save this enchanted world. Full of charm, suspense, and heartfelt emotion, this memorable classic in the making will leave readers breathless.",0803738951,9780803738959),Hardcover,,366 pages,"
            Published
        October 22nd 2013
         by Dial Books for Young Readers

      ","['Fantasy', 'Childrens', 'Middle Grade', 'Fiction', 'Childrens', 'Adventure']"
17863,"
      Accelerando
",Charles Stross,"
  3.88
","

  17,655
  ratings
","

    1,088
    reviews
","The Singularity. It is the era of the posthuman. Artificial intelligences have surpassed the limits of human intellect. Biotechnological beings have rendered people all but extinct. Molecular nanotechnology runs rampant, replicating and reprogramming at will. Contact with extraterrestrial life grows more imminent with each new day.Struggling to survive and thrive in this accelerated world are three generations of the Macx clan: Manfred, an entrepreneur dealing in intelligence amplification technology whose mind is divided between his physical environment and the Internet; his daughter, Amber, on the run from her domineering mother, seeking her fortune in the outer system as an indentured astronaut; and Sirhan, Amber's son, who finds his destiny linked to the fate of all of humanity.For something is systemically dismantling the nine planets of the solar system. Something beyond human comprehension. Something that has no use for biological life in any form.",0441014151,9780441014156),Paperback,,415 pages,"
            Published
        July 1st 2006
         by Ace Books

            
              (first published July 5th 2005)
            
","['Science Fiction', 'Fiction', 'Science Fiction', 'Cyberpunk']"
23492669-after-the-parade,"
      After the Parade
",Lori Ostlund,"
  3.91
","

  1,562
  ratings
","

    283
    reviews
","From Flannery O’Connor and Rona Jaffe Award winner Lori Ostlund, a debut novel about a man who leaves his longtime partner in New Mexico for a new life in San Francisco, launching him on a tragicomic road trip and into the mysteries of his own Midwestern childhood.Sensitive, big-hearted, and achingly self-conscious, forty-year-old Aaron Englund long ago escaped the confines of his Midwestern hometown, but he still feels like an outcast. After twenty years under the Pygmalion-like direction of his older partner Walter, Aaron at last decides it is time to stop letting life happen to him and to take control of his own fate. But soon after establishing himself in San Francisco—where he alternates between a shoddy garage apartment and the absurdly ramshackle ESL school where he teaches—Aaron sees that real freedom will not come until he has made peace with his memories of Morton, Minnesota: a cramped town whose four hundred souls form a constellation of Aaron’s childhood heartbreaks and hopes.After Aaron’s father died in the town parade, it was the larger-than-life misfits of his childhood—sardonic, wheel-chair bound dwarf named Clarence, a generous, obese baker named Bernice, a kindly aunt preoccupied with dreams of The Rapture—who helped Aaron find his place in a provincial world hostile to difference. But Aaron’s sense of rejection runs deep: when Aaron was seventeen, Dolores—Aaron’s loving, selfish, and enigmatic mother—vanished one night with the town pastor. Aaron hasn’t heard from Dolores in more than twenty years, but when a shambolic PI named Bill offers a key to closure, Aaron must confront his own role in his troubled past and rethink his place in a world of unpredictable, life-changing forces.Lori Ostlund’s debut novel is an openhearted contemplation of how we grow up and move on, how we can turn our deepest wounds into our greatest strengths. Written with homespun charm and unceasing vitality, After the Parade is a glorious new anthem for the outsider.",1476790108,9781476790107),Hardcover,First hardcover edition,340 pages,"
            Published
        September 22nd 2015
         by Scribner

      ","['Fiction', 'LGBT', 'Contemporary', 'Literary Fiction', 'Novels']"
842292,"
      The Witch of Blackbird Pond
",Elizabeth George Speare,"
  3.98
","

  126,336
  ratings
","

    5,626
    reviews
","Kit Tyler is marked by suspicion and disapproval from the moment she arrives on the unfamiliar shores of colonial Connecticut in 1867. Alone and desperate, she has been forced to leave her beloved home on the island of Barbados and join a family she has never met. Torn between her quest for belonging and her desire to be true to herself, Kit struggles to survive in a hostile place. Just when it seems she must give up, she finds a kindred spirit. But Kit’s friendship with Hannah Tupper, believed by the colonists to be a witch, proves more taboo than she could have imagined and ultimately forces Kit to choose between her heart and her duty.Elizabeth George Speare’s Newbery Award–winning novel portrays a heroine whom readers will admire for her unwavering sense of truth as well as her infinite capacity to love.",0440095778,9780440095774),Paperback,,256 pages,"
            Published
        February 15th 1972
         by Yearling

            
              (first published December 1st 1958)
            
","['Historical', 'Historical Fiction', 'Young Adult', 'Fiction', 'Classics', 'Childrens', 'Historical']"
25121911-conviction,"
      Conviction
",Corinne Michaels,"
  4.39
","

  13,297
  ratings
","

    1,281
    reviews
",,,,Kindle Edition,,264 pages,"
            Published
        May 27th 2015
         by BAAE Publishing

      ","['Romance', 'War', 'Military Fiction', 'Romance', 'Contemporary Romance', 'Contemporary', 'New Adult']"
18081112-the-gore,"
      The Gore: Book Six of the Oz Chronicles
",R.W. Ridley,"
  4.47
","

  59
  ratings
","

    7
    reviews
",,,,Kindle Edition,,262 pages,"
            Published
        June 1st 2013
         by Indie

      ","['Horror', 'Science Fiction', 'Thriller', 'Suspense', 'Adventure', 'Survival', 'Mystery', 'Fantasy', 'Magic', 'Fiction', 'Fantasy', 'Dark Fantasy', 'Adventure']"
1320279,"
      Life and Death are Wearing Me Out
",Mo Yan,"
  3.97
","

  3,074
  ratings
","

    379
    reviews
","Ximen Nao, a landowner known for his generosity and kindness to his peasants, is not only stripped of his land and worldly possessions in Mao's Land Reform Movement of 1948, but is cruelly executed, despite his protestations of innocence. He goes to Hell, where Lord Yama, king of the underworld, has Ximen Nao tortured endlessly, trying to make him admit his guilt, to no avail. Finally, in disgust, Lord Yama allows Ximen Nao to return to earth, to his own farm, where he is reborn not as a human but first as a donkey, then an ox, pig, dog, monkey, and finally the big-headed boy Lan Qiansui. Through the earthy and hugely entertaining perspectives of these animals, Ximen Nao narrates fifty years of modern Chinese history, ending on the eve of the new millennium. Here is an absolutely spellbinding tale that reveals the author's love of the land, beset by so many ills, traditional and modern.",1559708530,9781559708531),Hardcover,,540 pages,"
            Published
        March 19th 2008
         by Arcade Publishing

            
              (first published 2006)
            
","['Fiction', 'Cultural', 'China', 'Historical', 'Historical Fiction', 'Fantasy', 'Nobel Prize', 'Cultural', 'Asia']"
5599436-stolen-life,"
      Stolen life
",Karel Josef Beneš,"
  3.91
","

  43
  ratings
","

    2
    reviews
","Dramatický příběh sester - dvojčat, navlas si podobných, se odehrává v předvečer první světové války v Praze, ve Vídni a ve francouzských přímořských lázních, kde také dochází k vlastní zápletce. Při vyjížďce na plachetnici je jedna ze sester prudkým poryvem větru sražena do rozbouřených vln. Druhá, která jí přispěchá na pomoc, ji už nedokáže zachytit a jako poslední pozdrav jí zůstane v dlani jen sestřin snubní prsten. Poslední svědectví o tom, kdo je Sylva a kdo Martina. Martina vždy záviděla sestře její život, který pokládala za šťastnější a nyní se jí otevírá jedinečná příležitost jak tento život prožít.",,,,,,,[]
4534451,"
      ثقوب في الضمير: نظرة على أحوالنا
",أحمد عكاشة,"
  3.23
","

  585
  ratings
","

    61
    reviews
","طبعة جديدة مزيدة من كتاب الطبيب النفسي المصري الشهير الدكتور أحمد عكاشه ""ثقوب في الضمير: نظرة على أحوالنا..."" والذي يتناول فيه بالتحليل التغيرات الكبيرة التي حدثت للمجتمع والإنسان المصري في الآونة الأخيرة. ويلقي بالضوء على عدد من المواضيع المثيرة مثل التشريح النفسي للشخصية المصرية، والضمير العام، والانتماء، وعلاقة المصريين بأمريكا، وعلاقتهم بالإعلام والإدمان، والعلاقة بين الجنسين في مجتمعنا، وحال الشباب، ومواضيع أخرى كثيرة ومثيرة يقدمها د. عكاشه بأسلوبه الموضوعي الجذاب",9770921539,9770921539,,,246 pages,"
            Published
        August 2008
         by دار الشروق

            
              (first published 1993)
            
","['Psychology', 'Nonfiction']"
9553274-la-chiamata-dei-tre,"
      La Chiamata dei Tre
",Stephen King,"
  4.23
","

  195,783
  ratings
","

    7,010
    reviews
","""La chiamata dei tre"" riprende la narrazione delle gesta di Roland, l'eroe solitario deciso a raggiungere la misteriosa Torre. Nel loro definitivo confronto-scontro l'uomo in nero aveva predetto la sorte a Roland con uno strano mazzo di tarocchi. Ora il pistolero si ritrova seduto su una spiaggia del Mare Occidentale, dopo un sonno che forse è durato anni. Sa che dovrà trovare le tre porte spazio-temporali per introdursi nel nostro mondo e raggiungere così i tre predestinati. Ma come individuarle? Mentre medita sul da farsi, mostruose creature emergono dalle acque e tentano di divorarlo, mutilandolo orrendamente. Questa nuova edizione è arricchita da un'introduzione dell'autore.",8882745899,9788882745899),Paperback,,347 pages,"
            Published
        September 2003
         by Sperling & Kupfer

            
              (first published May 1987)
            
","['Fantasy', 'Fiction', 'Horror', 'Science Fiction']"
12890787-weregild,"
      Weregild
",Carole Cummings,"
  4.15
","

  476
  ratings
","

    55
    reviews
","Book 2 of Wolf's-own The amorality of gods makes it hard to tell bad from good and right from wrong. Fen Jacin-rei doesn't care. All Fen cares about is saving his family, and he'll sacrifice anything that gets in his way. Including his own soul. No longer willing to wait for the machinations of the gods' minions, Fen accepts the trade Kamen Malick offers. Together they set out to rescue Fen's family and kill the man who betrayed them. But Fen is an Untouchable, one whose mind hosts the spirits of long-dead magicians, and with Voices of the Ancestors screaming in his head, Fen finds it harder and harder to stave off madness. Malick has his own reasons to hand over everything Fen wants and equally compelling reasons to withhold everything Fen needs. In over his head with his timing as bad as ever, Malick must devise a way to do his god's bidding without breaking his god's laws-and keep Fen sane and on Malick's side in the bargain.",1613724055,9781613724057),Paperback,1st Edition,350 pages,"
            Published
        March 26th 2012
         by Dreamspinner Press, LLC

            
              (first published 2012)
            
","['Fantasy', 'Romance', 'M M Romance', 'Romance', 'Fantasy', 'Magic', 'Fantasy', 'Paranormal']"
